content,score,at,bank,month_year,content_process,sentiment
"KEBANYAKAN LOADING. 
UDAH PAKE WIFI PAKE DATA TETEP GABISA MASUK.
APLIKASI MBANKING YANG PALING RIBET REPOT, BUKAN MEMPERMUDAH MALAH MEMPERSULIT.",1,2024-03-17 03:29:53,BNI,2024-03,"KEBANYAKAN LOADING. UDAH PAKE WIFI PAKE DATA TETEP GABISA MASUK. APLIKASI MBANKING YANG PALING RIBET REPOT, BUKAN MEMPERMUDAH MALAH MEMPERSULIT.",negative
"Sangat sangat sangat mengecewakan,saya baru daftar bni mobile,sudah verifikasi berhasil tapi tiba2 keluar sendiri,saya sudah isi 500 ribu tapi masih belum bisa kebuka,saya cht admin malah saya di tuduh tidak jelas",1,2024-03-16 14:08:19,BNI,2024-03,"Sangat sangat sangat mengecewakan,saya baru daftar bni mobile,sudah verifikasi berhasil tapi tiba2 keluar sendiri,saya sudah isi 500 ribu tapi masih belum bisa kebuka,saya cht admin malah saya di tuduh tidak jelas",negative
"ga bisa scan qris pakai barcode yg ada atau dari galeri kalo pake versi terbaru BNI Mobile yang sekarang, tolong perbaikin lagi!!",3,2024-03-15 18:50:21,BNI,2024-03,"ga bisa scan qris pakai barcode yg ada atau dari galeri kalo pake versi terbaru BNI Mobile yang sekarang, tolong perbaikin lagi!!",negative
"Sering banget error kalo mau transaksi pada malam hari, terutama transaksi pembeyaran, pembelian, atau transaksi via virtual account billing, sangat mengganggu!",1,2024-03-15 18:46:02,BNI,2024-03,"Sering banget error kalo mau transaksi pada malam hari, terutama transaksi pembeyaran, pembelian, atau transaksi via virtual account billing, sangat mengganggu!",negative
"ini baru bener, pemakai ios lama bisa pakai lagi. tlg pertahankan agar tidak ganti hp hanya untuk menikmati mobile banking.",5,2024-03-15 16:14:46,BNI,2024-03,"ini baru bener, pemakai ios lama bisa pakai lagi. tlg pertahankan agar tidak ganti hp hanya untuk menikmati mobile banking.",negative
"Ini aplikasi paling mantul, sat set pokoknya
Menu lengkap dan Kece 👏🏻🫶🏻",5,2024-03-15 14:27:58,BNI,2024-03,"Ini aplikasi paling mantul, sat set pokoknya Menu lengkap dan Kece ",positive
"Ayolah di perbarui lagi, masa iya aplikasi selevel bank nasional aplikasinya masih ecek ecek",1,2024-03-15 03:14:25,BNI,2024-03,"Ayolah di perbarui lagi, masa iya aplikasi selevel bank nasional aplikasinya masih ecek ecek",negative
"Mobile banking BNI cepat,tampilannya menarik dan lengkap fiturnya",5,2024-03-14 23:54:01,BNI,2024-03,"Mobile banking BNI cepat,tampilannya menarik dan lengkap fiturnya",positive
Di atas jam 10 kagak pernah bisa tf atau transaksi apa2. Bank terjelek sejauh ini dengan biaya bulanan yang cukup mahal.,1,2024-03-14 19:23:31,BNI,2024-03,Di atas jam 10 kagak pernah bisa tf atau transaksi apa2. Bank terjelek sejauh ini dengan biaya bulanan yang cukup mahal.,negative
Sering sekali saat mau buka aplikasi selalu infonya dalam perbaikan pelayanan sulit mau melakukan transaksi,2,2024-03-14 18:28:17,BNI,2024-03,Sering sekali saat mau buka aplikasi selalu infonya dalam perbaikan pelayanan sulit mau melakukan transaksi,negative
tidak bisa melakukan qris lewat galeri,4,2024-03-14 15:27:26,BNI,2024-03,tidak bisa melakukan qris lewat galeri,negative
"I can’t scan my Tapcash card yet, on iPhone, please fix this feature so I can top up my Tapcash card easily",5,2024-03-14 10:41:40,BNI,2024-03,"I cant scan my Tapcash card yet, on iPhone, please fix this feature so I can top up my Tapcash card easily",negative
Very fast,5,2024-03-14 06:45:29,BNI,2024-03,Very fast,positive
",qris tidak dpat dilakukan apabila dilakukan melalui gambar dri galeri! Setiap pembharuan bukan makin bagus tapi makin buriq.",1,2024-03-13 23:32:58,BNI,2024-03,",qris tidak dpat dilakukan apabila dilakukan melalui gambar dri galeri! Setiap pembharuan bukan makin bagus tapi makin buriq.",negative
"((terlalu sering eror ketika ingin payment)), ui ux berantakan untuk hp tertentu.",1,2024-03-13 18:23:09,BNI,2024-03,"((terlalu sering eror ketika ingin payment)), ui ux berantakan untuk hp tertentu.",negative
Scan qris darı foto yang udah disimpen ga bisa,1,2024-03-13 12:58:36,BNI,2024-03,Scan qris dar foto yang udah disimpen ga bisa,negative
pelayanan lambat banget masak antrai 5  hampir 2jam,3,2024-03-13 08:08:32,BNI,2024-03,pelayanan lambat banget masak antrai 5 hampir 2jam,negative
"Mbanking tidak bisa digunakan krn ganti hp dan hrs ke cabang terdekat, minta dibantu lewat call centre tetap tdk bisa. Padahal saya posisi di Rumah Sakit dan sangat butuh mbanking untuk proses transaksi. Padahal sy pakai nomor yg sama, hny beda perangkat knp harus ke kantor jg. Tolong dibenahi dan dipermudah untuk nasabah.",3,2024-03-13 02:53:31,BNI,2024-03,"Mbanking tidak bisa digunakan krn ganti hp dan hrs ke cabang terdekat, minta dibantu lewat call centre tetap tdk bisa. Padahal saya posisi di Rumah Sakit dan sangat butuh mbanking untuk proses transaksi. Padahal sy pakai nomor yg sama, hny beda perangkat knp harus ke kantor jg. Tolong dibenahi dan dipermudah untuk nasabah.",negative
Mempermudah segala urusan. Mantap BNI,5,2024-03-13 01:40:28,BNI,2024-03,Mempermudah segala urusan. Mantap BNI,positive
"Sumpah benci bgt, di saat2 lagi butuh bgt malah ga bisa buka, dan eror terus, apalagi skrg2 banyak bgt kendalanya, bulak balik cek aplikasinya litani lagi update ternyata ga",2,2024-03-12 12:44:35,BNI,2024-03,"Sumpah benci bgt, di saat2 lagi butuh bgt malah ga bisa buka, dan eror terus, apalagi skrg2 banyak bgt kendalanya, bulak balik cek aplikasinya litani lagi update ternyata ga",negative
"aplikasi mobile banking seharusnya mempermudah nasabah untuk transaksi, namun bni mobile banking malah mempersulit nasabah yg ganti device untuk tetap harus ke cabang sementara mobile banking bank lain cukup verifikasi dengan menggunakan HP tanpa perlu ke cabang. 👎🏿",5,2024-03-12 07:43:15,BNI,2024-03,"aplikasi mobile banking seharusnya mempermudah nasabah untuk transaksi, namun bni mobile banking malah mempersulit nasabah yg ganti device untuk tetap harus ke cabang sementara mobile banking bank lain cukup verifikasi dengan menggunakan HP tanpa perlu ke cabang. ",negative
register susah udah masukin id dan nomor debit dengan benar masih aja dibilang salah melulu blok. ga guna,1,2024-03-12 03:25:42,BNI,2024-03,register susah udah masukin id dan nomor debit dengan benar masih aja dibilang salah melulu blok. ga guna,negative
"Setelah beberapa waktu yg lalu bni saya selalu force close, dan sampai ke bank nya dan dapat informasi dari teller karena kenda la di iosnya, tp sekarang sdh dapat di gunakan lagi spt sediakala.. terima kasih",4,2024-03-11 03:09:45,BNI,2024-03,"Setelah beberapa waktu yg lalu bni saya selalu force close, dan sampai ke bank nya dan dapat informasi dari teller karena kenda la di iosnya, tp sekarang sdh dapat di gunakan lagi spt sediakala.. terima kasih",negative
Scan Qris lewat foto galeri gak bisa.,3,2024-03-11 02:01:59,BNI,2024-03,Scan Qris lewat foto galeri gak bisa.,negative
aplikasi terjelek dr semua aplikasi bank,1,2024-03-10 18:50:20,BNI,2024-03,aplikasi terjelek dr semua aplikasi bank,negative
"Parah sih, mobile banking banyakan ga guna nya. kebanyakan maintenance!",1,2024-03-09 12:30:58,BNI,2024-03,"Parah sih, mobile banking banyakan ga guna nya. kebanyakan maintenance!",negative
Dev ip 14pm,1,2024-03-09 11:39:32,BNI,2024-03,Dev ip 14pm,positive
Percuma kalo ada update kalo masih belum bisa digunakan. Terima kasih,1,2024-03-08 15:17:10,BNI,2024-03,Percuma kalo ada update kalo masih belum bisa digunakan. Terima kasih,negative
"Saya pengguna BNI Mobile Banking sudah hampir 5 tahun. Banyak sekali update yang membuat transaksi lebih nyaman karena UI nya bagus dan fiturnya bertambah. Tapi baru-baru ini saya kurang suka dengan suara notifikasi yang mengganggu dan bikin terkejut. Suara notifikasi yang ikut-ikutan bank sebelah dimana saya juga kurang suka lebih baik diganti dengan nada saja cukup. Semoga aspirasi saya didengarkan dan dipertimbangkan menjadi evaluasi, terima kasih BNI karena selalu memberikan yang terbaik.",2,2024-03-08 09:18:48,BNI,2024-03,"Saya pengguna BNI Mobile Banking sudah hampir 5 tahun. Banyak sekali update yang membuat transaksi lebih nyaman karena UI nya bagus dan fiturnya bertambah. Tapi baru-baru ini saya kurang suka dengan suara notifikasi yang mengganggu dan bikin terkejut. Suara notifikasi yang ikut-ikutan bank sebelah dimana saya juga kurang suka lebih baik diganti dengan nada saja cukup. Semoga aspirasi saya didengarkan dan dipertimbangkan menjadi evaluasi, terima kasih BNI karena selalu memberikan yang terbaik.",negative
"Apk yang sangat bagus, data wifi on buka BNI Mobile Banking gak bisa ( koneksi terputus, silahkan periksa kembali koneksi anda. ) padahal buka apk sebelah lancar* aja. apk lu yang busuk sinyal gue yang disalahin. Emang ngntd",1,2024-03-07 19:32:50,BNI,2024-03,"Apk yang sangat bagus, data wifi on buka BNI Mobile Banking gak bisa ( koneksi terputus, silahkan periksa kembali koneksi anda. ) padahal buka apk sebelah lancar* aja. apk lu yang busuk sinyal gue yang disalahin. Emang ngntd",negative
Apasih yg di update masi selalu bermasalah dengan jaringan padahal jaringan di hp bagus bgt,1,2024-03-07 19:30:36,BNI,2024-03,Apasih yg di update masi selalu bermasalah dengan jaringan padahal jaringan di hp bagus bgt,negative
"Sering bgttt gangguan yg koneksi terputus lah padahal WiFinya buat dibuka apk lain lancar2 aja, ada juga sedang perbaikan apk ihhh nyebelin bgtt makin hari bukan tambah bagus malah tambah ancur",1,2024-03-07 19:20:26,BNI,2024-03,"Sering bgttt gangguan yg koneksi terputus lah padahal WiFinya buat dibuka apk lain lancar2 aja, ada juga sedang perbaikan apk ihhh nyebelin bgtt makin hari bukan tambah bagus malah tambah ancur",negative
Sering banget ga bs kebuka dg keterangan “sdg meningkatkan layanan mobile mbanking.”,1,2024-03-07 03:01:46,BNI,2024-03,Sering banget ga bs kebuka dg keterangan sdg meningkatkan layanan mobile mbanking.,negative
"Disaat sedang urgent, malah maintenance",1,2024-03-06 19:16:52,BNI,2024-03,"Disaat sedang urgent, malah maintenance",negative
"Kenapa mobile banking sekarang jadi keluar sendiri dan ga bisa dibuka sama sekali, mau seperti dulu lagi",1,2024-03-05 23:20:37,BNI,2024-03,"Kenapa mobile banking sekarang jadi keluar sendiri dan ga bisa dibuka sama sekali, mau seperti dulu lagi",negative
"Selalu ada saja masalah mulai dari vasnap error sampai ada maintenance dan lain lain, sangat tidak direkomendasikan transaksi pada malam hari memakai bni",1,2024-03-05 19:52:33,BNI,2024-03,"Selalu ada saja masalah mulai dari vasnap error sampai ada maintenance dan lain lain, sangat tidak direkomendasikan transaksi pada malam hari memakai bni",negative
Selalu gangguan. Aplikasi tidak bisa dibuka.,1,2024-03-05 19:16:07,BNI,2024-03,Selalu gangguan. Aplikasi tidak bisa dibuka.,negative
"Gangguan mulu, mau transaksi jd sulit",1,2024-03-05 11:55:51,BNI,2024-03,"Gangguan mulu, mau transaksi jd sulit",negative
Bni mobile sering bgt service perbaikan dan lama bgt. Kecewa sih saya. Semoga kedepan bisa jadi perbaikan,1,2024-03-04 12:35:48,BNI,2024-03,Bni mobile sering bgt service perbaikan dan lama bgt. Kecewa sih saya. Semoga kedepan bisa jadi perbaikan,negative
"Untuk melihat mutasi transaksi hanya terbatas pada 6 bulan terakhir, ini tentu menyulitkan nasabah untuk melihat history transaksi secara lengkap, tidak seperti bank sebelah yg bisa melihat mutasi transaksi secara lengkap tiap bulan dan tahun",4,2024-03-04 09:15:31,BNI,2024-03,"Untuk melihat mutasi transaksi hanya terbatas pada 6 bulan terakhir, ini tentu menyulitkan nasabah untuk melihat history transaksi secara lengkap, tidak seperti bank sebelah yg bisa melihat mutasi transaksi secara lengkap tiap bulan dan tahun",negative
PALING TERTINGGAL DARI BANK LAIN. Faktanya!! Dan you know bni itu sering bgt error mbankingnya nth pembaharuan lah nth apalah ada aja udh tau orang tuh ada masanya urgent mau paymentlah atau mau tarik tanpa kartu . nyesel udh buka rekening BNI better yg lain deh belive me bye!!,1,2024-03-02 08:52:40,BNI,2024-03,PALING TERTINGGAL DARI BANK LAIN. Faktanya!! Dan you know bni itu sering bgt error mbankingnya nth pembaharuan lah nth apalah ada aja udh tau orang tuh ada masanya urgent mau paymentlah atau mau tarik tanpa kartu . nyesel udh buka rekening BNI better yg lain deh belive me bye!!,negative
"Saya mau pake sering bgt maintenance ,pekerjaan yg harusnya pake kegiatan transfer uang jadi terhambat, mohon ditingkatkan lagi agar pengguna tidak kecewa
Keluarga Saya udh pake bni 15 taun 2 kali bikin rekening masa makin kesini makin buruk",3,2024-03-02 03:18:02,BNI,2024-03,"Saya mau pake sering bgt maintenance ,pekerjaan yg harusnya pake kegiatan transfer uang jadi terhambat, mohon ditingkatkan lagi agar pengguna tidak kecewa Keluarga Saya udh pake bni 15 taun 2 kali bikin rekening masa makin kesini makin buruk",negative
Gabisa top up e-wallet alasannya koneksi terputus. Padahal udah ganti pake wifi masi tetep gabisa. Udah 2 hari gabisa. Gagal terus,2,2024-03-02 01:23:06,BNI,2024-03,Gabisa top up e-wallet alasannya koneksi terputus. Padahal udah ganti pake wifi masi tetep gabisa. Udah 2 hari gabisa. Gagal terus,negative
Eror mulu,1,2024-03-01 17:19:43,BNI,2024-03,Eror mulu,negative
masalah jaringan dan tidak ada pemberitahuan . bagaimana ini,3,2024-03-01 13:36:01,BNI,2024-03,masalah jaringan dan tidak ada pemberitahuan . bagaimana ini,negative
Transfer antr rekening bni selalu gagal. Padahal app up to date,2,2024-03-01 13:28:52,BNI,2024-03,Transfer antr rekening bni selalu gagal. Padahal app up to date,negative
BNI!!! sumpah yaaa kalo error tuh kabarin ajg. gue payment tapi gada bukti payment nya jadi gabisa minta ganti rugi. sialan!,2,2024-03-01 13:16:09,BNI,2024-03,BNI!!! sumpah yaaa kalo error tuh kabarin ajg. gue payment tapi gada bukti payment nya jadi gabisa minta ganti rugi. sialan!,negative
"barusan bayar pake qris loading trs lama, eh tb tb jd kebayar dobel udh gitu ga bukti transaksi gamuncul jadi bingung confirm ke penjualnya gimana

ga cuma itu bni ini kalo malem jam 12-5 itu pengalamanku sering banget qris gabisa dipake pls pake bank sebelah aja kalo kataku",1,2024-03-01 12:53:59,BNI,2024-03,"barusan bayar pake qris loading trs lama, eh tb tb jd kebayar dobel udh gitu ga bukti transaksi gamuncul jadi bingung confirm ke penjualnya gimana ga cuma itu bni ini kalo malem jam 12-5 itu pengalamanku sering banget qris gabisa dipake pls pake bank sebelah aja kalo kataku",negative
"Aplikasinya gak banget deh mau login malah kayak ketimpah tindih gitu, yaampun harus sabar2 padahal lagi urgent",2,2024-03-01 09:19:41,BNI,2024-03,"Aplikasinya gak banget deh mau login malah kayak ketimpah tindih gitu, yaampun harus sabar2 padahal lagi urgent",negative
"Hai min, mau hanya ini knp ya udah di perbarui gak bisa dibuka sama sekali, baru ditekan bentar langsung keluar sendiri, bahkan gak sampe menu untuk login udah keluar aja",3,2024-03-01 08:06:39,BNI,2024-03,"Hai min, mau hanya ini knp ya udah di perbarui gak bisa dibuka sama sekali, baru ditekan bentar langsung keluar sendiri, bahkan gak sampe menu untuk login udah keluar aja",negative
"Mpin dan password transaksi tambah otp, rasanya di yang lain cukup otp dan mpin , karena jadi harus mengingat banyak di saat mbanking lain lebih memudahkan",2,2024-03-01 06:20:59,BNI,2024-03,"Mpin dan password transaksi tambah otp, rasanya di yang lain cukup otp dan mpin , karena jadi harus mengingat banyak di saat mbanking lain lebih memudahkan",negative
Kode otp ga masuk2 kalo tari tunai dari mbankingnya dan kalo ada transfer gagal terus padahal jaringan saya bagus,1,2024-03-01 04:54:20,BNI,2024-03,Kode otp ga masuk2 kalo tari tunai dari mbankingnya dan kalo ada transfer gagal terus padahal jaringan saya bagus,negative
"Ganti masa hp hrs ke cs utk buka blokir….. tolong app user friendly, bank M****i  aja memudahkan user",5,2024-02-28 14:12:44,BNI,2024-02,"Ganti masa hp hrs ke cs utk buka blokir.. tolong app user friendly, bank M****i aja memudahkan user",negative
"Minta tolong dong saya tranfer dari BNI ke BRI saldo sudah berkurang tapi belum masuk ke rekening BRI , mana jumlahnya banyak ngga sedikit.",5,2024-02-28 13:14:45,BNI,2024-02,"Minta tolong dong saya tranfer dari BNI ke BRI saldo sudah berkurang tapi belum masuk ke rekening BRI , mana jumlahnya banyak ngga sedikit.",negative
Kurang puas,3,2024-02-28 04:56:48,BNI,2024-02,Kurang puas,negative
Saya mengalami transaksi eror VASNAP_9081,1,2024-02-27 20:27:02,BNI,2024-02,Saya mengalami transaksi eror VASNAP_9081,negative
"Min, klw bisa untuk history riwayat semua transaksi bisa di hapus",4,2024-02-27 08:54:30,BNI,2024-02,"Min, klw bisa untuk history riwayat semua transaksi bisa di hapus",negative
Berapa kli mandekkk terus di Registrasi ID komtoooooool,1,2024-02-27 07:05:44,BNI,2024-02,Berapa kli mandekkk terus di Registrasi ID komtoooooool,negative
"ini gimana ya, saya mau buka rekening baru kok eror terus pas bagian verivikasi wajah??",2,2024-02-27 06:22:53,BNI,2024-02,"ini gimana ya, saya mau buka rekening baru kok eror terus pas bagian verivikasi wajah??",negative
"Error object reference saat transfer antarbank dari daftar transfer. Ngga bisa update saldo tap cash juga, mesti download app lagi",3,2024-02-27 03:49:53,BNI,2024-02,"Error object reference saat transfer antarbank dari daftar transfer. Ngga bisa update saldo tap cash juga, mesti download app lagi",negative
"Setelah update, aplikasi sama sekali tidak bisa dibuka di iphone 6. Tolong untuk segera diperbaiki.",3,2024-02-26 09:11:35,BNI,2024-02,"Setelah update, aplikasi sama sekali tidak bisa dibuka di iphone 6. Tolong untuk segera diperbaiki.",negative
"Tiap malem muter terus babi, sekelas bni aplikasinya masih tolol",1,2024-02-25 19:21:40,BNI,2024-02,"Tiap malem muter terus babi, sekelas bni aplikasinya masih tolol",negative
Akhir2 ini knp sihh bni kk nggk bisa di buka aplikasinya????,3,2024-02-25 11:17:03,BNI,2024-02,Akhir2 ini knp sihh bni kk nggk bisa di buka aplikasinya????,negative
aplikasinya gajelas parahh,1,2024-02-24 22:40:03,BNI,2024-02,aplikasinya gajelas parahh,negative
"untuk aplikasi sangat berat, sangat lag. kadang suka fore close app, app lemot, gajelas.

disaat bank lain terus memperbaiki sistem mbankingnya, sedangkan mbanking bni ini sungguh sangat tidak jelas dan sangat lemot!",1,2024-02-23 19:21:23,BNI,2024-02,"untuk aplikasi sangat berat, sangat lag. kadang suka fore close app, app lemot, gajelas. disaat bank lain terus memperbaiki sistem mbankingnya, sedangkan mbanking bni ini sungguh sangat tidak jelas dan sangat lemot!",negative
